"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","District","Gross","Net","Commissions","id"
"320753","ALPHA EUROSTATUS ","аутойимгтым","аМАМщЫСГ","ейа6321","22/08/2017","22/11/2017","пеияаиас","аттийг",257.24,164.52,11.52,1743
"09000132447","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","ига395","22/06/2017","22/09/2017","пеияаиас","аттийг",50,33.79,6.66,1743
"320753","ALPHA EUROSTATUS ","аутойимгтым","аМАМщЫСГ","ейа6321","22/05/2017","22/08/2017","пеияаиас","аттийг",257.24,164.52,11.52,1743
"09000333924","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","ига395","24/09/2017","24/12/2017","пеияаиас","аттийг",50,33.79,6.66,1743
"09000333924","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ига395","24/12/2017","24/03/2018","пеияаиас","аттийг",50,33.79,6.66,1743
"293644","DAS","молийгс пяостасиас","мщО сУЛБЭКАИО","фло 3132","10/05/2017","10/05/2018","ваидаяи","аттийг",23,17.78,5.33,1830
"19013096186","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйо5689","27/03/2017","27/09/2017",NA,NA,127,85.77,17.15,635
"19013096186","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйо5689","27/09/2017","27/03/2018",NA,NA,127,85.77,17.15,635
"31344789","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","яма8037","17/12/2017","17/06/2018","йаккихеа","аттийг",138.04,94.59,18.92,1840
"2174008592","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"02/09/2017","02/09/2018","лаяоуси","аттийг",260.08,180.15,42.34,421
"02042298732","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","яил5872","22/09/2017","22/12/2017","паппадос","кесбоу",11,7.5,1.65,1689
"6190812148","удяоцеиос","аутойимгтым","аМАМщЫСГ","лти309","23/09/2017","23/12/2017","паппадос","кесбоу",19,11.95,2.11,1689
"19.21039498","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","лти312","22/09/2017","22/12/2017","паппадос","кесбоу",34.16,23.48,4.93,1689
"9190759127","удяоцеиос","аутойимгтым","мщО сУЛБЭКАИО","лти309","23/06/2017","23/09/2017","паппадос","кесбоу",19,11.95,2.11,1689
"19.21039498","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лти312","22/06/2017","22/09/2017","паппадос","кесбоу",32.64,22.44,4.71,1689
"11117992","думалис","аутойимгтым","мщО сУЛБЭКАИО","яил5872","21/06/2017","21/09/2017","паппадос","кесбоу",12.99,8.38,1.68,1689
"59531855","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","уге502","30/05/2017","30/08/2017","ахгма","аттийг",0.92,0.8,0.06,1143
"59531855","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","уге502","30/05/2017","30/08/2017","ахгма","аттийг",46.59,33.13,7.62,1143
"59531855","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","уге502","30/08/2017","30/11/2017","ахгма","аттийг",46.59,33.13,7.62,1143
"59531855","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","уге502","30/08/2017","30/11/2017","ахгма","аттийг",0.92,0.8,0.06,1143
"7190045179","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","луб3292","10/04/2017","10/07/2017","паппадос","кесбоу",35.45,24.08,4.82,290
"7190045179","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб3292","10/07/2017","10/10/2017","паппадос","кесбоу",35.45,24.08,4.82,290
"7190045179","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб3292","11/10/2017","11/01/2018","паппадос","кесбоу",35.77,24.3,4.86,290
"31298915","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","иоо1840","23/10/2017","23/04/2018","бяикгссиа","аттийг",105.53,72.37,14.47,1835
"31298915","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","иоо1840","23/10/2017","23/04/2018","бяикгссиа","аттийг",0.05,-0.03,-0.01,1835
"3174017542","PRIME INSURANCE","пуяос","аМАМщЫСГ",NA,"12/10/2017","12/10/2018","лутикгмг","кесбоу",162.04,112.37,29.18,748
"ян9713","суметаияистийг","аутойимгтым","аМАМщЫСГ","уге3154","02/03/2017","02/09/2017","йеяатеа","аттийг",107.5,74.56,14.91,402
"яу2694","суметаияистийг","аутойимгтым","аМАМщЫСГ","уге3154","02/09/2017","02/03/2018","йеяатеа","аттийг",107.5,74.56,14.91,402
"30095887","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уяу4215","17/07/2017","17/07/2018","аята","аятас",150.36,103.17,20.63,1729
"213640197","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","убя3654","21/08/2017","21/11/2017","лаяйопоуко","аттийг",64,43.1,8.62,1818
"213443013","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уми7800","11/05/2017","11/08/2017","лаяйопоуко","аттийг",63,42.52,8.5,1818
"70012431","имтеяалеяийам","танидиытийо атувгла","мщО сУЛБЭКАИО",NA,"27/03/2017","10/04/2017","ацяимио","аитыкойаямамиа",25.01,18.11,2.35,1859
"6178339","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"29/12/2017","29/12/2018",NA,NA,85.84,62.17,14.3,1858
"6176064","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"03/10/2017","03/10/2018","м. иымиа","аттийг",108.94,78.9,18.15,523
"11508456","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"06/03/2017","06/09/2017","фыцяажоу","аттийг",333.57,267.17,63.44,1772
"11508456","GENERALI","фыгс","аМАМщЫСГ",NA,"06/09/2017","06/03/2018","фыцяажоу","аттийг",333.57,267.17,63.44,1772
"5013899","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","или2273","03/02/2017","03/08/2017","цакатси","аттийг",138.94,95.51,19.1,753
"19013189739","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифм7018","14/03/2017","14/09/2017","йаккихеа","аттийг",146,98.91,19.78,1720
"19013189739","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифм7018","14/09/2017","14/03/2018","йаккихеа","аттийг",137,92.98,18.6,1720
"19013253380","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфб7059","27/04/2017","27/10/2017",NA,NA,156,105.85,21.17,195
"19013253380","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфб7059","27/10/2017","27/04/2018",NA,NA,156,105.85,21.17,195
"7190046726","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","втл0851","04/05/2017","04/11/2017","пкылаяи","кесбоу",34.37,23.4,4.68,482
"7190046726","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","втл0851","04/11/2017","04/05/2018","пкылаяи","кесбоу",35,23.84,4.77,482
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","17/06/2017","17/09/2017","ахгма","аттийг",304.26,206.63,10.33,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","18/12/2017","18/03/2018","ахгма","аттийг",302.5,205.44,10.27,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","17/03/2017","17/06/2017","ахгма","аттийг",305.26,207.32,10.37,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","17/09/2017","17/12/2017","ахгма","аттийг",303.34,206.02,10.3,1706
"19.210317209999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","омф0193","19/06/2017","19/09/2017","еккгмийо","аттийг",28.47,19.58,4.11,610
"6175503","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"20/10/2017","20/10/2018","гкиоупокеыс","аттийг",166.71,120.75,27.77,588
"7190046738","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","улб4744","08/05/2017","08/11/2017","ацяимиоу","аитыкойаямамиа",85.37,57.98,11.6,427
"02043404236","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","улб4744","08/11/2017","08/05/2018","ацяимиоу","аитыкойаямамиа",106,74.38,16.22,427
"11612563","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"13/12/2017","13/01/2018",NA,NA,47.16,37.7,9.32,177
"11604169","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"20/11/2017","20/11/2018",NA,NA,307.86,248.95,58.65,177
"11612563","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"13/12/2017","13/01/2018",NA,NA,4.29,3.39,0.85,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/12/2017","20/01/2018",NA,NA,25.66,20.74,4.89,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/12/2017","20/01/2018",NA,NA,24.84,20.07,4.73,177
"11604169","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/11/2017","20/12/2017",NA,NA,25.66,20.74,4.89,177
"11604167","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"20/11/2017","20/12/2017",NA,NA,24.84,20.07,4.73,177
"ес8746","суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","леа9913","30/06/2017","30/12/2017","ацяимио","аитыкойаямамиа",96.5,67.41,13.48,1780
"11616576","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","леа9913","30/12/2017","30/06/2018","ацяимио","аитыкойаямамиа",104.76,71.63,14.33,1780
"11087500","думалис","аутойимгтым","аМАМщЫСГ","угг5610","09/07/2017","09/01/2018","ахгма","аттийг",113.39,74.42,14.88,468
"1336206","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","веб0929","30/08/2017","30/11/2017","ахгма","аттийг",47,29.55,5.91,468
"11087500","думалис","аутойимгтым","мщО сУЛБЭКАИО","угг5610","09/01/2017","09/07/2017","ахгма","аттийг",113.39,74.42,14.88,468
"1336206","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","веб0929","30/05/2017","30/08/2017","ахгма","аттийг",47,29.53,5.91,468
"02038175023","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","убу7376","23/05/2017","23/05/2018","лецакопокг","тяипокгс",94,63.96,10.23,1813
"19.211389700000002","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","биф1506","07/09/2017","07/12/2017",NA,NA,57.29,39.49,8.29,1794
"7199817499","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ийм9807","30/08/2017","30/08/2018","йаккихеас","аттийг",223.89,147.47,29.49,738
"19.210890450000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","гбу589","13/07/2017","13/07/2018","ахгма","аттийг",78.62,54.09,11.36,1003
"7190050010","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","бгт0374","07/06/2017","07/06/2018","ахгма","аттийг",67.89,46.21,9.24,1867
"213756345","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фгг3685","24/11/2017","24/02/2018","ацяимио","аитыкойаямамиа",60,40.65,8.13,1826
"7190045898","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","аиу839","21/10/2017","21/04/2018","ацяимио","аитыкойаямамиа",34.42,23.44,4.69,1293
"7190045898","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","аиу839","21/04/2017","21/10/2017","ацяимио","аитыкойаямамиа",33.78,23,4.6,1293
"59541722","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","лум0864","02/06/2017","02/09/2017","паппадос","кесбоу",30.51,21.7,4.99,1688
"30702980","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","луг4697","30/04/2017","30/10/2017","паппадос","кесбоу",53.08,36.47,7.29,1688
"59541722","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","лум0864","02/06/2017","02/09/2017","паппадос","кесбоу",0.92,0.8,0.06,1688
"30702980","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","луг4697","30/10/2017","30/04/2018","паппадос","кесбоу",52.81,36.27,7.25,1688
"30958401","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","иой1613","03/11/2017","03/11/2018","фаваяы","гкеиас",244.37,167.87,33.57,1742
"яс8314","суметаияистийг","аутойимгтым","аМАМщЫСГ","уия6778","10/07/2017","10/10/2017","йеяатеа","аттийг",60.5,41.07,8.21,354
"яп2206","суметаияистийг","аутойимгтым","аМАМщЫСГ","уия6778","10/04/2017","10/07/2017","йеяатеа","аттийг",60.5,41.07,8.21,354
"ям6388","суметаияистийг","аутойимгтым","аМАМщЫСГ","уия6778","10/01/2017","10/04/2017","йеяатеа","аттийг",60.5,41.07,8.21,354
"31719012441","ацяотийг асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","умг8045","09/03/2017","09/03/2018",NA,NA,140.88,96.12,19.22,1847
"еп6120","суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","ути3006","07/03/2017","07/06/2017","аицакеы","аттийг",95,64.46,12.89,1519
"яя6801","суметаияистийг","аутойимгтым","аМАМщЫСГ","ути3006","07/06/2017","07/09/2017","аицакеы","аттийг",95,64.45,12.89,1519
"ят6571","суметаияистийг","аутойимгтым","аМАМщЫСГ","иел6689","11/08/2017","11/08/2018","аицакеы","аттийг",364.5,256.15,51.23,1519
"19.210040759999998","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","флм375","30/05/2017","30/08/2017","аицакеы","аттийг",31.24,21.5,4.52,1519
"31276351","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ути3006","07/09/2017","07/03/2018","аицакеы","аттийг",138.74,95.1,19.02,1519
"19.211338990000002","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","флм375","01/09/2017","01/12/2017","аицакеы","аттийг",33.19,22.84,4.8,1519
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/02/2017","22/08/2017","йаккихеа","аттийг",124,84,16.8,939
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/08/2017","22/11/2017","йаккихеа","аттийг",60,40.65,8.13,939
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/11/2017","22/02/2018","йаккихеа","аттийг",60,40.65,8.13,939
