"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","Gross","Net","Commissions","id"
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/01/2018","18/02/2018",NA,17.81,14.24,2.26,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/08/2018","07/09/2018",NA,20.35,16.25,2.44,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/04/2018","18/05/2018",NA,18.71,14.95,2.24,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/11/2018","23/12/2018",NA,47.53,38.08,7.65,758
"5600","LLOYDS","астийгс еухумгс","аМАМщЫСГ",NA,"24/06/2018","24/06/2019",NA,231,200.87,0,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/01/2018","23/02/2018",NA,38.68,31.08,7.36,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/06/2018","04/07/2018",NA,34.24,27.08,4.05,758
"7199803095","INTERASCO","аутойимгтым","аМАМщЫСГ","ият7967","06/02/2018","06/02/2019",NA,275.39,180.74,36.15,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/11/2018","07/12/2018",NA,20.35,16.25,2.44,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/08/2018","04/09/2018",NA,34.24,27.08,4.05,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/05/2018","07/06/2018",NA,20.35,16.25,2.44,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/12/2018","07/01/2019",NA,20.35,16.25,2.44,758
"1000815869","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"06/11/2018","06/12/2018",NA,35.16,34.78,2.53,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/04/2018","04/05/2018",NA,34.24,27.08,4.05,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/02/2018","18/03/2018",NA,17.81,14.24,2.26,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/10/2018","23/11/2018",NA,47.53,38.08,7.65,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/12/2018","23/01/2019",NA,47.53,38.08,7.65,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/03/2018","18/04/2018",NA,17.81,14.24,2.26,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/03/2018","23/04/2018",NA,38.68,31.08,7.36,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/03/2018","04/04/2018",NA,32.81,25.95,4.41,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/01/2018","04/02/2018",NA,32.81,25.95,4.41,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/02/2018","04/03/2018",NA,32.81,25.95,4.41,758
"1000815869","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"06/10/2018","06/11/2018",NA,35.16,34.78,2.53,758
"11574885","GENERALI","фыгс","аМАМщЫСГ",NA,"23/09/2018","23/10/2018",NA,47.53,38.08,7.65,758
"30607250","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ааа976","16/03/2018","16/03/2019",NA,82.68,56.91,11.38,1737
"19.21469952","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","аит967","26/10/2018","26/01/2019","ацяимио",21.73,14.99,3.15,1659
"19.21183686","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","аит967","26/07/2018","26/10/2018","ацяимио",21.37,14.74,3.1,1659
"19.21183686","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","аит967","26/01/2018","26/04/2018","ацяимио",20.16,13.86,2.91,1659
"19.21183686","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","аит967","26/04/2018","26/07/2018","ацяимио",21.37,14.74,3.1,1659
"11625581","GENERALI","фыгс","аМАМщЫСГ",NA,"17/02/2018","17/03/2018","меа иымиа",34.24,27.08,4.6,1860
"70026033","имтеяалеяийам","танидиытийо атувгла","мщО сУЛБЭКАИО",NA,"03/04/2018","15/04/2018","меа иымиа",32,23.19,3.01,1860
"6133803","GROUPAMA","фыгс","аМАМщЫСГ",NA,"18/03/2018","18/06/2018","м. иымиа",127.45,108.39,11.1,343
"6133803","GROUPAMA","фыгс","аМАМщЫСГ",NA,"18/09/2018","18/12/2018","м. иымиа",134.08,114.03,19.15,343
"6133803","GROUPAMA","фыгс","аМАМщЫСГ",NA,"18/12/2018","18/03/2019","м. иымиа",134.08,114.03,19.15,343
"6133803","GROUPAMA","фыгс","аМАМщЫСГ",NA,"18/06/2018","18/09/2018","м. иымиа",127.45,108.39,11.1,343
"19013888189","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","лфб0023","28/01/2018","28/01/2019","вамиа",91,62.23,12.45,1927
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/03/2018","18/04/2018",NA,35.06,27.72,3.88,203
"7199821514","INTERASCO","аутойимгтым","аМАМщЫСГ","итм7013","02/11/2018","02/11/2019",NA,290.9,191.12,38.22,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/02/2018","18/03/2018",NA,35.06,27.72,3.88,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2018","18/10/2018",NA,35.06,27.72,3.87,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/01/2018","18/02/2018",NA,35.06,27.72,3.88,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/12/2018","18/01/2019",NA,37.13,29.36,3.81,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/08/2018","18/09/2018",NA,35.06,27.72,3.87,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2018","18/08/2018",NA,35.53,27.72,3.87,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2018","18/12/2018",NA,37.13,29.36,3.81,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2018","18/06/2018",NA,35.06,27.72,3.87,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/10/2018","18/11/2018",NA,35.06,27.72,3.88,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/04/2018","18/05/2018",NA,35.06,27.72,3.87,203
"11287316","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2018","18/07/2018",NA,35.06,27.72,3.87,203
"19.21162117","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","бвм0484","03/01/2018","03/04/2018","ахгма",36.7,25.24,5.3,1333
"19.21162117","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","бвм0484","03/04/2018","03/07/2018","ахгма",37.71,26.01,5.46,1333
"7199713608","INTERASCO","аутойимгтым","аМАМщЫСГ","уте9609","04/08/2018","04/08/2019","аттийг",276.65,181.69,36.34,45
"30531382","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ийа5609","31/12/2018","31/12/2019","пеияаиас",258.09,176.64,35.33,1735
"19.21130874","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","олб0126","28/02/2018","28/08/2018","ахгма",69.9,48.07,10.09,739
"19.21188295","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","оой554","01/11/2018","01/05/2019","пеяистеяи аттийгс",74.74,51.75,10.87,833
"19.21188295","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","оой554","01/05/2018","01/11/2018","пеяистеяи аттийгс",74.74,51.75,10.87,833
"296212","DAS","молийгс пяостасиас","мщО сУЛБЭКАИО","ияг 1787","20/01/2018","20/01/2019","лаяоуси",23,17.78,5.33,595
"31372208","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ияе6560","31/12/2018","31/12/2019",NA,257.85,176.64,35.33,1843
"11707249","GENERALI","фыгс","аМАМщЫСГ",NA,"12/11/2018","12/12/2018","алаяоусиоу",35.29,27.9,4.74,1897
"11707249","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"12/09/2018","12/10/2018","алаяоусиоу",70.02,27.9,4.74,1897
"11707249","GENERALI","фыгс","аМАМщЫСГ",NA,"12/10/2018","12/11/2018","алаяоусиоу",35.29,27.9,4.74,1897
"11707249","GENERALI","фыгс","аМАМщЫСГ",NA,"12/12/2018","12/01/2019","алаяоусиоу",35.29,27.9,4.74,1897
"7190094412","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","бйв505","13/03/2018","13/09/2018",NA,44.78,30.46,6.09,576
"19013820293","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяв8013","20/05/2018","20/11/2018",NA,114,76.86,15.37,245
"19013820293","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяв8013","20/11/2018","20/05/2019",NA,114,76.86,15.37,245
"19.21126463","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","омя0907","22/08/2018","22/02/2019",NA,66.47,46.03,9.67,834
"19.21126463","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","омя0907","22/02/2018","22/08/2018",NA,65.47,45.26,9.5,834
NA,"AIG","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","оой257","02/05/2018","02/05/2019","ац.паяасйеуг",78.43,58.73,11.75,1192
NA,"AIG","аутойимгтым","мщО сУЛБЭКАИО","оой257","02/05/2018","02/05/2019","ац.паяасйеуг",229.31,170.96,34.19,1192
"2154004227","лиметта","сйажым","мщО сУЛБЭКАИО",NA,"24/05/2018","24/11/2018","акилос",316.28,275.03,35.75,564
"19.21313242","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оуу615","04/04/2018","04/04/2019","акилос",181.57,125.16,26.28,564
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/10/2018","30/11/2018","аваямес",34,33.83,13.53,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/12/2018","30/01/2019","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/08/2018","17/09/2018","аваямес",36.06,28.51,4.27,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/07/2018","17/08/2018","аваямес",36.54,28.51,4.27,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/03/2018","17/04/2018","аваямес",36.06,28.51,4.27,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/04/2018","17/05/2018","аваямес",36.06,28.51,4.27,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/09/2018","30/10/2018","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/11/2018","17/12/2018","аваямес",38.43,30.39,4.25,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/07/2018","30/08/2018","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/10/2018","17/11/2018","аваямес",36.06,28.51,4.27,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/08/2018","30/09/2018","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/09/2018","17/10/2018","аваямес",36.06,28.51,4.27,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/01/2018","17/02/2018","аваямес",36.06,28.51,4.27,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/12/2018","17/01/2019","аваямес",38.43,30.39,4.25,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/02/2018","17/03/2018","аваямес",36.06,28.51,4.27,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/11/2018","30/12/2018","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/05/2018","17/06/2018","аваямес",36.06,28.51,4.27,1487
"1000853365","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"30/06/2018","30/07/2018","аваямес",34,33.83,13.53,1487
"11462530","GENERALI","фыгс","аМАМщЫСГ",NA,"17/06/2018","17/07/2018","аваямес",36.06,28.51,4.27,1487
"1000853365","Eurolife FFH","фыгс","мщО сУЛБЭКАИО",NA,"30/05/2018","30/06/2018","аваямес",42.67,33.83,13.53,1487
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/07/2018","19/08/2018","аваямес",33.93,26.47,4.49,1894
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/11/2018","19/12/2018","аваямес",33.47,26.47,4.49,1894
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/12/2018","19/01/2019","аваямес",33.47,26.47,4.49,1894
"11680458","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"19/06/2018","19/07/2018","аваямес",68.2,26.47,4.49,1894
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/09/2018","19/10/2018","аваямес",33.47,26.47,4.49,1894
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/08/2018","19/09/2018","аваямес",33.47,26.47,4.49,1894
"11680458","GENERALI","фыгс","аМАМщЫСГ",NA,"19/10/2018","19/11/2018","аваямес",33.47,26.47,4.49,1894
"214246424","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","иум1693","14/11/2018","14/02/2019",NA,70,47.62,9.52,707
"19.21393001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","мгу6828","11/07/2018","11/07/2019","паппадос",138.34,95.37,20.03,1330
NA,"суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","фви1657","24/09/2018","24/12/2018","лутикгмгс",40,26.98,5.4,1695
NA,"суметаияистийг","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","фви1657","24/04/2018","24/07/2018","лутикгмгс",10.43,7.4,1.48,1695
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","фви1657","24/04/2018","24/07/2018","лутикгмгс",40,26.99,5.4,1695
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","фви1657","24/01/2018","24/04/2018","лутикгмгс",40,26.99,5.4,1695
"9190008306","еуяыпг аеца","аутойимгтым","мщО сУЛБЭКАИО","фви1657","24/12/2018","24/06/2019","лутикгмгс",72.67,47.68,10.3,1695
"1000867672","Eurolife FFH","фыгс","мщО сУЛБЭКАИО",NA,"01/10/2018","01/10/2019","меапокг",370.68,360.21,144.08,591
"103265831","ALLIANZ еуяыпаийг пистг","аутойимгтым","мщО сУЛБЭКАИО","уву3499","26/09/2018","26/03/2019","лутикгмг",78.85,52.66,10.53,1878
"19.21303671","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","уву3499","24/03/2018","24/09/2018","лутикгмг",81.17,55.97,11.75,1878
"19.21329991","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","тяб65","26/04/2018","26/07/2018","ахгма",29.29,20.19,4.24,1918
"11603413","GENERALI","аутойимгтым","аМАМщЫСГ","ибм6995","17/11/2018","17/05/2019","аята",99.69,68.31,13.66,580
"11603413","GENERALI","аутойимгтым","аМАМщЫСГ","ибм6995","17/05/2018","17/11/2018","аята",103.36,70.82,14.16,580
"31038224","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","атг6744","14/07/2018","14/07/2019",NA,74.21,50.86,10.17,1832
"19.2133606","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","оув57","04/11/2018","04/05/2019","икиом",46.46,32.04,6.73,85
"19.2133606","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оув57","04/05/2018","04/11/2018","икиом",46.46,32.04,6.73,85
"19.21273701","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","омл0548","17/02/2018","17/02/2019","ациа баябаяа",165.78,114.48,24.04,1912
"60779527","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","иеу9001","23/10/2018","23/01/2019","пакаио жакгяо",10.45,9.09,0.64,1960
"60779527","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","иеу9001","23/10/2018","23/01/2019","пакаио жакгяо",121.91,86.93,19.99,1960
"2052990743","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","оги452","23/10/2018","23/01/2019","ацяимио",41,27.84,5.53,1536
"19.2130001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","бми0727","22/03/2018","22/06/2018","йаккихеа аттийгс",53.42,36.83,7.73,812
"7199807162","INTERASCO","аутойимгтым","аМАМщЫСГ","умв2890","29/03/2018","29/03/2019","аттийг",168.24,110.05,22.01,1167
"60656022","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","оой187","20/08/2018","20/11/2018",NA,50.89,36.27,8.34,1959
"60656022","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","оой187","20/08/2018","20/11/2018",NA,0.92,0.8,0.06,1959
"70030020","имтеяалеяийам","одийгс богхеиас","мщО сУЛБЭКАИО","фгу5425","17/08/2018","17/02/2019","пакаио жакгяо",19,13.76,3.44,1966
"19.21309867","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","убф4073","31/03/2018","30/06/2018","йеяйуяа",48.37,33.39,7.01,1915
"31413010","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","фгт3085","07/02/2018","07/08/2018","вокаяцос",136.04,93.23,18.65,1848
"31413010","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фгт3085","07/08/2018","07/02/2019","вокаяцос",141.03,96.63,19.33,1848
"7190047429","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луф7620","12/05/2018","12/05/2019","меа слуямг",110.88,75.35,15.07,992
"7190107557","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","уту0865","07/07/2018","07/07/2019","меа слуямг",96.09,65.77,13.15,992
"21485457","ALLIANZ","аутойимгтым","аМАМщЫСГ","уяв9312","18/03/2018","18/09/2018","ахгмаиым",251.72,177.03,33.64,1828
"21485457","ALLIANZ","аутойимгтым","аМАМщЫСГ","уяв9312","18/09/2018","18/03/2019","ахгмаиым",228.4,160.69,30.53,1828
"19.21311871","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","олг990","03/04/2018","03/04/2019",NA,127.66,88.04,18.49,1099
"19.21375688","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ова130","19/06/2018","19/12/2018","йаккихеа",70.85,48.84,10.26,1921
"19.21401136","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оуу656","18/07/2018","18/10/2018","лесокоццио",57.25,39.62,8.32,540
"19013709974","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уйй9900","22/02/2018","22/05/2018",NA,60,40.17,8.03,1159
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/04/2018","09/05/2018","меа иымиа",30.58,24.7,0,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/01/2018","09/02/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/09/2018","09/10/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/02/2018","09/03/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"09/03/2018","09/04/2018","меа иымиа",0.01,0.01,0,1390
"11484260","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"09/04/2018","09/05/2018","меа иымиа",0.01,0.01,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/05/2018","09/06/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/08/2018","09/09/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/11/2018","09/12/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/12/2018","09/01/2019","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/03/2018","09/04/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/10/2018","09/11/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/06/2018","09/07/2018","меа иымиа",30.58,24.7,4.83,1390
"11484260","GENERALI","фыгс","аМАМщЫСГ",NA,"09/07/2018","09/08/2018","меа иымиа",30.83,24.7,4.83,1390
"11468994","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"02/04/2018","02/05/2018","меа иымиа аттийгс",0.01,0.01,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/09/2018","02/10/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/11/2018","02/12/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"02/03/2018","02/04/2018","меа иымиа аттийгс",0.01,0.01,0,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/12/2018","02/01/2019","меа иымиа аттийгс",31.43,25.37,4.96,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/07/2018","02/08/2018","меа иымиа аттийгс",29.68,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/08/2018","02/09/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/05/2018","02/06/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/04/2018","02/05/2018","меа иымиа аттийгс",29.44,23.8,0,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/10/2018","02/11/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/02/2018","02/03/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/03/2018","02/04/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/01/2018","02/02/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"11468994","GENERALI","фыгс","аМАМщЫСГ",NA,"02/06/2018","02/07/2018","меа иымиа аттийгс",29.44,23.8,4.63,246
"58845","имтеясакомийа","фыгс","мщО сУЛБЭКАИО",NA,"04/10/2018","04/10/2019",NA,90,73.95,18.95,1955
"20012705","ALLIANZ","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"02/04/2018","29/06/2018",NA,30,21.75,2.61,1935
"1448279","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","вуб450","30/11/2018","28/02/2019","буяымас",79.5,50.73,9.42,1907
"19.2124613","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","еуг0232","16/01/2018","16/07/2018","ахгма",66.39,45.68,9.59,819
"19.21417962","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ойя133","10/08/2018","10/02/2019","ахгма",90.86,62.83,13.19,237
"19013959035","имтеясакомийа","аутойимгтым","аМАМщЫСГ","лил7397","09/04/2018","09/07/2018","ацяимиоу",54,36.32,7.26,716
"213890101","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","лил7397","09/03/2018","09/04/2018","ацяимиоу",22,14.52,2.9,716
"213935097","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","яил6239","05/04/2018","05/04/2019","лутикгмг",37,24.61,4.92,1879
"103276567","ALLIANZ еуяыпаийг пистг","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","иел3445","23/11/2018","11/04/2019","лутикгмг",22.53,15.24,3.05,1879
"103276567","ALLIANZ еуяыпаийг пистг","аутойимгтым","мщО сУЛБЭКАИО","иел3445","11/10/2018","11/04/2019","лутикгмг",80.68,53.87,10.77,1879
"19.21470392","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","луф6936","28/10/2018","28/10/2019","пеяала",138.34,95.37,20.03,616
"214196644","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","тфл0293","04/10/2018","04/04/2019",NA,35,23.33,4.67,1155
"19.21254243","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","вла643","25/01/2018","25/07/2018","йояудаккос пеияаиа аттийгс",45.46,31.27,6.57,1910
"11727594","GENERALI","фыгс","аМАМщЫСГ",NA,"15/12/2018","15/01/2019","пеяистеяио",33.03,26.45,6.19,1137
"11727594","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"15/11/2018","15/12/2018","пеяистеяио",33.03,26.45,6.19,1137
"11729617","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"21/11/2018","21/12/2018","пеяистеяи",29.54,23.7,5.53,883
"11729617","GENERALI","фыгс","аМАМщЫСГ",NA,"21/12/2018","21/01/2019","пеяистеяи",29.54,23.7,5.53,883
"19.21319219","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","алт0164","13/07/2018","13/10/2018","цакатси",52.71,36.5,7.67,1797
"19.21168789","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","алт0164","10/01/2018","10/04/2018","цакатси",46.71,32.24,6.77,1797
"19.21319219","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","алт0164","13/04/2018","13/07/2018","цакатси",52.71,36.5,7.67,1797
"20012722","ALLIANZ","астийгс еухумгс","мщО сУЛБЭКАИО",NA,"02/04/2018","29/06/2018",NA,30,21.75,2.61,1936
"22007964","ALLIANZ","танидиытийо атувгла","мщО сУЛБЭКАИО",NA,"02/04/2018","29/06/2018",NA,35,25.36,5.07,1936
"213813797","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фут8676","11/01/2018","11/01/2019",NA,246,166.68,33.34,219
"19013903397","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфв1369","26/04/2018","26/04/2019",NA,228,154.25,30.85,191
"19013903397","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфв1369","26/03/2018","26/04/2018",NA,34,23.15,4.63,191
"19013903397","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уфв1369","26/02/2018","26/03/2018",NA,34,23.15,4.63,191
"213834458","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уфв1369","26/01/2018","26/02/2018",NA,34,23.15,4.63,191
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/03/2018","30/04/2018","ахгма",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/06/2018","30/07/2018","ахгма",24.73,19.56,2.73,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/12/2018","30/01/2019","ахгма",24.73,19.56,2.73,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"28/02/2018","30/03/2018","ахгма",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/01/2018","28/02/2018","ахгма",24.29,19.21,2.88,1679
"11397677","GENERALI","фыгс","аМАМщЫСГ",NA,"30/10/2018","30/11/2018","ахгма",24.73,19.56,2.73,1679
